Profile Data:
Time                    	P                      	T    	Hu                 	Ws   	Wd          	Geopot	Dewp.	Virt. Temp 	Rs   	D
[sec]                   	[hPa]                  	[?C] 	[%]                	[m/s]	[?]         	[m]   	[?C] 	[?C]       	[m/s]	[kg/m3]
4686                    	44.5                   	-56.1	2                  	4.0  	240         	22160 	-81.4	-56.1      	5.3  	0.071396
4688                    	44.4                   	-56.2	2                  	3.8  	242         	22171 	-81.4	-56.2      	5.3  	0.071281
4690                    	44.3                   	-56.2	2                  	3.6  	245         	22181 	-81.4	-56.2      	5.3  	0.071166
4692                    	44.2                   	-56.2	2                  	3.5  	245         	22192 	-81.4	-56.2      	5.3  	0.071050
4694                    	44.2                   	-56.2	2                  	3.4  	245         	22202 	-81.4	-56.2      	5.3  	0.070933
4696                    	44.1                   	-56.2	2                  	3.4  	245         	22213 	-81.4	-56.2      	5.3  	0.070816
4698                    	44.0                   	-56.2	2                  	3.3  	244         	22224 	-81.4	-56.2      	5.3  	0.070699
4700                    	43.9                   	-56.2	2                  	3.3  	244         	22234 	-81.4	-56.2      	5.3  	0.070581
4702                    	43.9                   	-56.2	2                  	3.2  	244         	22245 	-81.4	-56.2      	5.3  	0.070464
4704                    	43.8                   	-56.2	2                  	3.1  	244         	22255 	-81.4	-56.2      	5.3  	0.070347
4706                    	43.7                   	-56.2	2                  	3.1  	243         	22266 	-81.4	-56.2      	5.3  	0.070231
4708                    	43.7                   	-56.2	2                  	3.0  	243         	22277 	-81.4	-56.2      	5.3  	0.070112
4710                    	43.6                   	-56.2	2                  	3.0  	243         	22287 	-81.4	-56.2      	5.3  	0.069993
4712                    	43.5                   	-56.2	2                  	3.1  	244         	22298 	-81.5	-56.2      	5.3  	0.069874
4714                    	43.4                   	-56.2	2                  	3.2  	245         	22308 	-81.5	-56.2      	5.3  	0.069756
4716                    	43.4                   	-56.2	2                  	3.3  	246         	22319 	-81.5	-56.2      	5.3  	0.069638
4718                    	43.3                   	-56.2	2                  	3.4  	247         	22330 	-81.5	-56.2      	5.3  	0.069520
4720                    	43.2                   	-56.1	2                  	3.5  	248         	22340 	-81.5	-56.1      	5.3  	0.069400
4722                    	43.1                   	-56.1	2                  	3.6  	249         	22351 	-81.5	-56.1      	5.3  	0.069278
4724                    	43.1                   	-56.1	2                  	3.7  	250         	22361 	-81.5	-56.1      	5.3  	0.069157
4726                    	43.0                   	-56.1	2                  	3.8  	251         	22372 	-81.5	-56.1      	5.2  	0.069037
4728                    	42.9                   	-56.1	2                  	3.9  	251         	22382 	-81.5	-56.1      	5.2  	0.068917
4730                    	42.9                   	-56.0	2                  	4.0  	252         	22392 	-81.5	-56.0      	5.2  	0.068799
4732                    	42.8                   	-56.0	2                  	4.0  	253         	22403 	-81.5	-56.0      	5.2  	0.068681
4734                    	42.7                   	-56.0	2                  	4.1  	255         	22413 	-81.4	-56.0      	5.2  	0.068560
4736                    	42.7                   	-56.0	2                  	4.1  	256         	22423 	-81.4	-56.0      	5.2  	0.068439
4738                    	42.6                   	-55.9	2                  	4.2  	258         	22434 	-81.4	-55.9      	5.2  	0.068317
4740                    	42.5                   	-55.9	2                  	4.2  	259         	22444 	-81.4	-55.9      	5.2  	0.068196
4742                    	42.5                   	-55.9	2                  	4.3  	260         	22454 	-81.4	-55.9      	5.2  	0.068075
4744                    	42.4                   	-55.8	2                  	4.3  	262         	22465 	-81.3	-55.8      	5.2  	0.067955
4746                    	42.3                   	-55.8	2                  	4.4  	263         	22475 	-81.3	-55.8      	5.2  	0.067834
4748                    	42.2                   	-55.8	2                  	4.4  	264         	22485 	-81.3	-55.8      	5.2  	0.067718
4750                    	42.2                   	-55.8	2                  	4.5  	265         	22495 	-81.3	-55.8      	5.2  	0.067602
4752                    	42.1                   	-55.7	2                  	4.6  	265         	22506 	-81.3	-55.7      	5.2  	0.067487
4754                    	42.0                   	-55.7	2                  	4.7  	265         	22516 	-81.3	-55.7      	5.2  	0.067372
4756                    	42.0                   	-55.7	2                  	4.8  	266         	22526 	-81.3	-55.7      	5.2  	0.067257
4758                    	41.9                   	-55.7	2                  	4.9  	266         	22537 	-81.3	-55.7      	5.1  	0.067142
4760                    	41.8                   	-55.7	2                  	5.0  	266         	22547 	-81.3	-55.7      	5.1  	0.067030
4762                    	41.8                   	-55.7	2                  	5.1  	266         	22557 	-81.3	-55.7      	5.1  	0.066920
4764                    	41.7                   	-55.6	2                  	5.2  	266         	22567 	-81.2	-55.6      	5.1  	0.066810
4766                    	41.6                   	-55.6	2                  	5.3  	266         	22577 	-81.2	-55.6      	5.1  	0.066701
4768                    	41.6                   	-55.6	2                  	5.4  	266         	22587 	-81.2	-55.6      	5.1  	0.066591
4770                    	41.5                   	-55.6	2                  	5.5  	266         	22598 	-81.2	-55.6      	5.1  	0.066482
4772                    	41.4                   	-55.6	2                  	5.4  	265         	22608 	-81.2	-55.6      	5.1  	0.066373
4774                    	41.4                   	-55.6	2                  	5.3  	265         	22618 	-81.2	-55.6      	5.1  	0.066265
4776                    	41.3                   	-55.6	2                  	5.1  	264         	22628 	-81.2	-55.6      	5.1  	0.066157
4778                    	41.2                   	-55.6	2                  	5.0  	264         	22638 	-81.2	-55.6      	5.1  	0.066049
4780                    	41.2                   	-55.6	2                  	4.8  	263         	22648 	-81.2	-55.6      	5.1  	0.065941
4782                    	41.1                   	-55.6	2                  	4.7  	262         	22659 	-81.2	-55.6      	5.1  	0.065833
4784                    	41.0                   	-55.6	2                  	4.5  	262         	22669 	-81.2	-55.6      	5.1  	0.065725
4786                    	41.0                   	-55.5	2                  	4.4  	261         	22679 	-81.1	-55.5      	5.1  	0.065617
4788                    	40.9                   	-55.5	2                  	4.3  	260         	22689 	-81.1	-55.5      	5.2  	0.065508
4790                    	40.8                   	-55.5	2                  	4.1  	259         	22700 	-81.1	-55.5      	5.3  	0.065397
4792                    	40.8                   	-55.5	2                  	4.2  	261         	22710 	-81.1	-55.5      	5.3  	0.065286
4794                    	40.7                   	-55.5	2                  	4.4  	262         	22721 	-81.0	-55.5      	5.3  	0.065175
4796                    	40.6                   	-55.5	2                  	4.5  	263         	22732 	-81.0	-55.5      	5.3  	0.065065
4798                    	40.6                   	-55.5	2                  	4.6  	265         	22742 	-81.0	-55.5      	5.3  	0.064954
4800                    	40.5                   	-55.5	2                  	4.7  	266         	22753 	-81.0	-55.5      	5.3  	0.064844
4802                    	40.4                   	-55.5	2                  	4.9  	267         	22763 	-81.0	-55.5      	5.3  	0.064734
4804                    	40.4                   	-55.5	2                  	5.0  	268         	22774 	-80.9	-55.5      	5.3  	0.064624
4806                    	40.3                   	-55.5	2                  	5.1  	269         	22784 	-80.9	-55.5      	5.3  	0.064515
4808                    	40.2                   	-55.4	2                  	5.2  	270         	22795 	-80.9	-55.4      	5.3  	0.064405
4810                    	40.2                   	-55.4	2                  	5.4  	270         	22805 	-80.9	-55.4      	5.3  	0.064296
4812                    	40.1                   	-55.4	2                  	5.4  	271         	22816 	-80.9	-55.4      	5.3  	0.064187
4814                    	40.0                   	-55.4	2                  	5.4  	272         	22827 	-80.9	-55.4      	5.3  	0.064076
4816                    	40.0                   	-55.4	2                  	5.4  	273         	22837 	-80.9	-55.4      	5.3  	0.063965
4818                    	39.9                   	-55.4	2                  	5.5  	274         	22848 	-80.9	-55.4      	5.5  	0.063855
4820                    	39.8                   	-55.4	2                  	5.5  	275         	22859 	-80.9	-55.4      	5.5  	0.063741
4822                    	39.8                   	-55.4	2                  	5.5  	276         	22870 	-80.9	-55.4      	5.5  	0.063627
4824                    	39.7                   	-55.4	2                  	5.5  	277         	22881 	-80.9	-55.4      	5.5  	0.063514
4826                    	39.6                   	-55.3	2                  	5.6  	278         	22892 	-80.9	-55.3      	5.5  	0.063401
4828                    	39.6                   	-55.3	2                  	5.6  	278         	22903 	-80.9	-55.3      	5.5  	0.063285
4830                    	39.5                   	-55.3	2                  	5.6  	279         	22914 	-80.9	-55.3      	5.5  	0.063169
4832                    	39.4                   	-55.3	2                  	5.6  	279         	22925 	-80.9	-55.3      	5.5  	0.063053
4834                    	39.4                   	-55.2	2                  	5.6  	279         	22936 	-80.9	-55.2      	5.5  	0.062938
4836                    	39.3                   	-55.2	2                  	5.6  	279         	22947 	-80.8	-55.2      	5.5  	0.062822
4838                    	39.2                   	-55.2	2                  	5.6  	279         	22958 	-80.8	-55.2      	5.5  	0.062707
4840                    	39.2                   	-55.2	2                  	5.5  	279         	22969 	-80.8	-55.2      	5.5  	0.062592
4842                    	39.1                   	-55.1	2                  	5.5  	279         	22980 	-80.8	-55.1      	5.5  	0.062473
4844                    	39.0                   	-55.1	2                  	5.5  	279         	22991 	-80.8	-55.1      	5.5  	0.062354
4846                    	39.0                   	-55.1	2                  	5.5  	279         	23002 	-80.7	-55.1      	5.5  	0.062236
4848                    	38.9                   	-55.0	2                  	5.5  	279         	23013 	-80.7	-55.0      	5.6  	0.062118
4850                    	38.8                   	-55.0	2                  	5.5  	279         	23024 	-80.7	-55.0      	5.6  	0.061998
4852                    	38.8                   	-54.9	2                  	5.3  	276         	23035 	-80.6	-54.9      	5.6  	0.061879
4854                    	38.7                   	-54.9	2                  	5.2  	273         	23047 	-80.6	-54.9      	5.6  	0.061762
4856                    	38.6                   	-54.9	2                  	5.1  	270         	23058 	-80.6	-54.9      	5.6  	0.061648
4858                    	38.5                   	-54.9	2                  	5.0  	267         	23069 	-80.6	-54.9      	5.6  	0.061534
4860                    	38.5                   	-54.8	2                  	4.8  	264         	23080 	-80.5	-54.8      	5.6  	0.061419
4862                    	38.4                   	-54.8	2                  	4.7  	260         	23091 	-80.5	-54.8      	5.6  	0.061306
4864                    	38.3                   	-54.8	2                  	4.6  	256         	23102 	-80.5	-54.8      	5.6  	0.061192
4866                    	38.3                   	-54.8	2                  	4.5  	252         	23113 	-80.5	-54.8      	5.6  	0.061079
4868                    	38.2                   	-54.8	2                  	4.4  	248         	23125 	-80.5	-54.8      	5.6  	0.060969
4870                    	38.1                   	-54.8	2                  	4.2  	244         	23136 	-80.5	-54.8      	5.6  	0.060861
4872                    	38.1                   	-54.8	2                  	4.1  	247         	23147 	-80.5	-54.7      	5.6  	0.060752
4874                    	38.0                   	-54.7	2                  	4.1  	249         	23158 	-80.5	-54.7      	5.6  	0.060644
4876                    	37.9                   	-54.7	2                  	4.1  	251         	23169 	-80.5	-54.7      	5.6  	0.060536
4878                    	37.9                   	-54.7	2                  	4.0  	254         	23181 	-80.5	-54.7      	5.6  	0.060428
4880                    	37.8                   	-54.7	2                  	3.9  	257         	23192 	-80.5	-54.7      	5.7  	0.060320
4882                    	37.7                   	-54.7	2                  	3.9  	259         	23203 	-80.5	-54.7      	5.7  	0.060213
4884                    	37.7                   	-54.7	2                  	3.8  	262         	23214 	-80.5	-54.7      	5.7  	0.060106
4886                    	37.6                   	-54.7	2                  	3.8  	265         	23226 	-80.5	-54.7      	5.7  	0.059999
4888                    	37.5                   	-54.7	2                  	3.7  	268         	23237 	-80.5	-54.7      	5.7  	0.059893
4890                    	37.5                   	-54.7	2                  	3.7  	271         	23248 	-80.5	-54.7      	5.7  	0.059787
4892                    	37.4                   	-54.7	2                  	3.7  	272         	23260 	-80.4	-54.7      	5.7  	0.059681
4894                    	37.3                   	-54.7	2                  	3.7  	274         	23271 	-80.4	-54.7      	5.7  	0.059575
4896                    	37.3                   	-54.7	2                  	3.7  	275         	23282 	-80.4	-54.7      	5.7  	0.059470
4898                    	37.2                   	-54.7	2                  	3.8  	277         	23293 	-80.4	-54.7      	5.7  	0.059364
4900                    	37.2                   	-54.7	2                  	3.8  	278         	23305 	-80.4	-54.7      	5.7  	0.059259
4902                    	37.1                   	-54.7	2                  	3.8  	279         	23316 	-80.3	-54.7      	5.7  	0.059154
4904                    	37.0                   	-54.7	2                  	3.9  	281         	23327 	-80.3	-54.7      	5.7  	0.059049
4906                    	37.0                   	-54.7	2                  	3.9  	282         	23339 	-80.3	-54.7      	5.7  	0.058945
4908                    	36.9                   	-54.7	2                  	3.9  	284         	23350 	-80.3	-54.7      	5.7  	0.058841
4910                    	36.8                   	-54.7	2                  	4.0  	285         	23361 	-80.3	-54.7      	5.7  	0.058738
4912                    	36.8                   	-54.7	2                  	4.0  	285         	23373 	-80.2	-54.7      	5.7  	0.058635
4914                    	36.7                   	-54.7	2                  	4.0  	285         	23384 	-80.2	-54.7      	5.7  	0.058532
4916                    	36.6                   	-54.7	2                  	4.0  	285         	23395 	-80.2	-54.7      	5.7  	0.058429
4918                    	36.6                   	-54.7	2                  	4.0  	285         	23407 	-80.2	-54.7      	5.7  	0.058327
4920                    	36.5                   	-54.7	2                  	4.0  	284         	23418 	-80.2	-54.7      	5.7  	0.058224
4922                    	36.4                   	-54.7	2                  	4.0  	284         	23429 	-80.2	-54.7      	5.7  	0.058121
4924                    	36.4                   	-54.7	2                  	4.0  	284         	23441 	-80.2	-54.7      	5.7  	0.058017
4926                    	36.3                   	-54.7	2                  	4.0  	284         	23452 	-80.2	-54.7      	5.7  	0.057914
4928                    	36.2                   	-54.7	2                  	4.0  	284         	23463 	-80.2	-54.7      	5.7  	0.057811
4930                    	36.2                   	-54.7	2                  	4.0  	284         	23475 	-80.2	-54.7      	5.7  	0.057708
4932                    	36.1                   	-54.7	2                  	3.9  	284         	23486 	-80.2	-54.7      	5.7  	0.057605
4934                    	36.0                   	-54.7	2                  	3.8  	283         	23497 	-80.2	-54.7      	5.7  	0.057500
4936                    	36.0                   	-54.7	2                  	3.7  	283         	23509 	-80.2	-54.7      	5.7  	0.057392
4938                    	35.9                   	-54.7	2                  	3.7  	282         	23520 	-80.2	-54.7      	5.7  	0.057284
4940                    	35.9                   	-54.6	2                  	3.6  	282         	23531 	-80.1	-54.6      	5.4  	0.057184
4942                    	35.8                   	-54.6	2                  	3.5  	281         	23541 	-80.1	-54.6      	5.3  	0.057083
4944                    	35.7                   	-54.6	2                  	3.4  	280         	23552 	-80.1	-54.6      	5.3  	0.056983
4946                    	35.7                   	-54.6	2                  	3.4  	280         	23562 	-80.1	-54.6      	5.3  	0.056883
4948                    	35.6                   	-54.5	2                  	3.3  	279         	23573 	-80.1	-54.5      	5.3  	0.056779
4950                    	35.6                   	-54.5	2                  	3.2  	278         	23583 	-80.0	-54.5      	5.3  	0.056673
4952                    	35.5                   	-54.4	2                  	3.4  	277         	23594 	-80.0	-54.4      	5.3  	0.056568
4954                    	35.5                   	-54.4	2                  	3.6  	275         	23604 	-80.0	-54.4      	5.3  	0.056462
4956                    	35.4                   	-54.3	2                  	3.9  	274         	23615 	-79.9	-54.3      	5.3  	0.056357
4958                    	35.3                   	-54.3	2                  	4.1  	273         	23625 	-79.9	-54.3      	5.3  	0.056252
4960                    	35.3                   	-54.2	2                  	4.3  	272         	23636 	-79.9	-54.2      	5.3  	0.056148
4962                    	35.2                   	-54.2	2                  	4.6  	271         	23646 	-79.8	-54.2      	5.3  	0.056044
4964                    	35.2                   	-54.1	2                  	4.8  	270         	23657 	-79.8	-54.1      	5.3  	0.055940
4966                    	35.1                   	-54.1	2                  	5.0  	269         	23667 	-79.8	-54.1      	5.3  	0.055836
4968                    	35.0                   	-54.1	2                  	5.2  	268         	23678 	-79.8	-54.1      	5.3  	0.055733
4970                    	35.0                   	-54.0	2                  	5.5  	268         	23689 	-79.7	-54.0      	5.3  	0.055630
4972                    	34.9                   	-54.0	2                  	5.6  	265         	23699 	-79.7	-54.0      	5.3  	0.055528
4974                    	34.9                   	-53.9	2                  	5.8  	263         	23709 	-79.7	-53.9      	5.3  	0.055424
4976                    	34.8                   	-53.9	2                  	5.9  	261         	23720 	-79.7	-53.9      	5.3  	0.055319
4978                    	34.8                   	-53.8	2                  	6.0  	259         	23730 	-79.6	-53.8      	5.3  	0.055215
4980                    	34.7                   	-53.7	2                  	6.2  	257         	23741 	-79.6	-53.7      	5.3  	0.055110
4982                    	34.6                   	-53.7	2                  	6.3  	255         	23751 	-79.6	-53.7      	5.3  	0.055006
4984                    	34.6                   	-53.6	2                  	6.4  	253         	23762 	-79.6	-53.6      	5.3  	0.054902
4986                    	34.5                   	-53.6	2                  	6.5  	251         	23772 	-79.5	-53.6      	5.3  	0.054798
4988                    	34.5                   	-53.5	2                  	6.7  	249         	23783 	-79.5	-53.5      	5.3  	0.054695
4990                    	34.4                   	-53.5	2                  	6.9  	248         	23793 	-79.5	-53.5      	5.3  	0.054592
4992                    	34.4                   	-53.4	2                  	6.8  	249         	23804 	-79.5	-53.4      	5.3  	0.054490
4994                    	34.3                   	-53.4	2                  	6.8  	250         	23814 	-79.5	-53.3      	5.3  	0.054388
4996                    	34.3                   	-53.3	2                  	6.7  	251         	23825 	-79.4	-53.3      	5.3  	0.054286
4998                    	34.2                   	-53.2	2                  	6.7  	253         	23835 	-79.4	-53.2      	5.3  	0.054184
5000                    	34.1                   	-53.2	2                  	6.7  	254         	23846 	-79.3	-53.2      	5.3  	0.054082
5002                    	34.1                   	-53.1	2                  	6.6  	255         	23856 	-79.3	-53.1      	5.3  	0.053981
5004                    	34.0                   	-53.1	2                  	6.6  	256         	23867 	-79.2	-53.1      	5.3  	0.053880
5006                    	34.0                   	-53.0	2                  	6.6  	258         	23877 	-79.2	-53.0      	5.3  	0.053780
5008                    	33.9                   	-53.0	2                  	6.5  	259         	23888 	-79.2	-53.0      	5.3  	0.053679
5010                    	33.9                   	-52.9	2                  	6.5  	260         	23898 	-79.1	-52.9      	5.3  	0.053579
5012                    	33.8                   	-52.9	2                  	6.4  	263         	23909 	-79.1	-52.9      	5.3  	0.053479
5014                    	33.8                   	-52.8	2                  	6.4  	265         	23920 	-79.1	-52.8      	5.3  	0.053380
5016                    	33.7                   	-52.8	2                  	6.4  	267         	23930 	-79.1	-52.8      	5.3  	0.053285
5018                    	33.6                   	-52.8	2                  	6.4  	269         	23941 	-79.0	-52.8      	5.3  	0.053191
5020                    	33.6                   	-52.7	2                  	6.3  	272         	23951 	-79.0	-52.7      	5.3  	0.053096
5022                    	33.5                   	-52.7	2                  	6.3  	274         	23962 	-79.0	-52.7      	5.3  	0.053002
5024                    	33.5                   	-52.7	2                  	6.2  	277         	23972 	-79.0	-52.7      	5.3  	0.052908
5026                    	33.4                   	-52.7	2                  	6.2  	279         	23983 	-78.9	-52.6      	5.3  	0.052815
5028                    	33.4                   	-52.6	2                  	6.1  	281         	23993 	-78.9	-52.6      	5.3  	0.052721
5030                    	33.3                   	-52.6	2                  	6.1  	284         	24004 	-78.9	-52.6      	5.3  	0.052626
5032                    	33.3                   	-52.6	2                  	6.0  	284         	24015 	-78.9	-52.6      	5.4  	0.052532
5034                    	33.2                   	-52.5	2                  	6.0  	284         	24025 	-78.8	-52.5      	5.4  	0.052437
5036                    	33.1                   	-52.5	2                  	5.9  	284         	24036 	-78.8	-52.5      	5.4  	0.052342
5038                    	33.1                   	-52.5	2                  	5.8  	284         	24047 	-78.8	-52.5      	5.4  	0.052248
5040                    	33.0                   	-52.4	2                  	5.8  	284         	24058 	-78.7	-52.4      	5.4  	0.052153
5042                    	33.0                   	-52.4	2                  	5.7  	285         	24069 	-78.7	-52.4      	5.4  	0.052059
5044                    	32.9                   	-52.4	2                  	5.6  	285         	24079 	-78.7	-52.4      	5.4  	0.051966
5046                    	32.9                   	-52.4	2                  	5.6  	285         	24090 	-78.6	-52.3      	5.4  	0.051873
5048                    	32.8                   	-52.3	2                  	5.5  	285         	24101 	-78.6	-52.3      	5.4  	0.051780
5050                    	32.8                   	-52.3	2                  	5.4  	285         	24112 	-78.6	-52.3      	5.4  	0.051688
5052                    	32.7                   	-52.3	2                  	5.3  	284         	24123 	-78.6	-52.3      	5.4  	0.051595
5054                    	32.7                   	-52.2	2                  	5.3  	284         	24133 	-78.5	-52.2      	5.4  	0.051503
5056                    	32.6                   	-52.2	2                  	5.2  	283         	24144 	-78.5	-52.2      	5.4  	0.051414
5058                    	32.5                   	-52.2	2                  	5.1  	282         	24155 	-78.5	-52.2      	5.4  	0.051325
5060                    	32.5                   	-52.2	2                  	5.0  	281         	24166 	-78.5	-52.2      	5.4  	0.051235
5062                    	32.4                   	-52.2	2                  	5.0  	281         	24177 	-78.5	-52.2      	5.5  	0.051145
5064                    	32.4                   	-52.2	2                  	4.9  	280         	24188 	-78.4	-52.2      	5.6  	0.051056
5066                    	32.3                   	-52.2	2                  	4.8  	279         	24199 	-78.4	-52.2      	5.6  	0.050965
5068                    	32.3                   	-52.2	2                  	4.8  	278         	24210 	-78.4	-52.1      	5.6  	0.050875
5070                    	32.2                   	-52.1	2                  	4.7  	277         	24221 	-78.4	-52.1      	5.6  	0.050787
5072                    	32.2                   	-52.1	2                  	4.8  	275         	24232 	-78.4	-52.1      	5.6  	0.050699
5074                    	32.1                   	-52.1	2                  	4.9  	273         	24243 	-78.4	-52.1      	5.6  	0.050611
5076                    	32.0                   	-52.1	2                  	5.0  	271         	24254 	-78.4	-52.1      	5.6  	0.050523
5078                    	32.0                   	-52.1	2                  	5.1  	268         	24265 	-78.4	-52.1      	5.6  	0.050436
5080                    	31.9                   	-52.1	2                  	5.3  	266         	24277 	-78.4	-52.1      	5.6  	0.050349
5082                    	31.9                   	-52.1	2                  	5.4  	264         	24288 	-78.3	-52.1      	5.6  	0.050263
5084                    	31.8                   	-52.1	2                  	5.5  	263         	24299 	-78.3	-52.1      	5.6  	0.050179
5086                    	31.8                   	-52.1	2                  	5.5  	261         	24310 	-78.3	-52.1      	5.6  	0.050095
5088                    	31.7                   	-52.2	2                  	5.7  	259         	24321 	-78.3	-52.2      	5.6  	0.050010
5090                    	31.7                   	-52.2	2                  	5.8  	257         	24332 	-78.3	-52.2      	5.6  	0.049926
5092                    	31.6                   	-52.2	2                  	5.9  	257         	24343 	-78.3	-52.2      	5.6  	0.049842
5094                    	31.6                   	-52.2	2                  	6.0  	256         	24354 	-78.3	-52.2      	5.6  	0.049758
5096                    	31.5                   	-52.2	2                  	6.2  	256         	24365 	-78.3	-52.2      	5.6  	0.049675
5098                    	31.4                   	-52.2	2                  	6.3  	255         	24377 	-78.3	-52.2      	5.6  	0.049592
5100                    	31.4                   	-52.2	2                  	6.4  	255         	24388 	-78.3	-52.2      	5.6  	0.049509
5102                    	31.3                   	-52.2	2                  	6.5  	254         	24399 	-78.3	-52.2      	5.6  	0.049427
5104                    	31.3                   	-52.2	2                  	6.6  	254         	24410 	-78.3	-52.2      	5.6  	0.049344
5106                    	31.2                   	-52.3	2                  	6.7  	253         	24421 	-78.3	-52.2      	5.6  	0.049262
5108                    	31.2                   	-52.3	2                  	6.8  	253         	24433 	-78.3	-52.3      	5.6  	0.049180
5110                    	31.1                   	-52.3	2                  	6.9  	252         	24444 	-78.3	-52.3      	5.6  	0.049098
5112                    	31.1                   	-52.3	2                  	7.1  	250         	24455 	-78.3	-52.3      	5.6  	0.049016
5114                    	31.0                   	-52.3	2                  	7.3  	247         	24466 	-78.2	-52.3      	5.6  	0.048935
5116                    	31.0                   	-52.3	2                  	7.5  	245         	24477 	-78.2	-52.3      	5.6  	0.048853
5118                    	30.9                   	-52.3	2                  	7.7  	243         	24489 	-78.2	-52.3      	5.6  	0.048772
5120                    	30.9                   	-52.4	2                  	7.9  	241         	24500 	-78.2	-52.3      	5.6  	0.048691
5122                    	30.8                   	-52.4	2                  	8.0  	239         	24511 	-78.2	-52.4      	5.6  	0.048609
5124                    	30.7                   	-52.4	2                  	8.2  	237         	24522 	-78.2	-52.4      	5.7  	0.048529
5126                    	30.7                   	-52.4	3                  	8.3  	235         	24534 	-78.2	-52.4      	5.8  	0.048447
5128                    	30.6                   	-52.4	3                  	8.6  	233         	24545 	-78.2	-52.4      	5.8  	0.048365
5130                    	30.6                   	-52.4	3                  	8.8  	232         	24557 	-78.2	-52.4      	5.8  	0.048283
5132                    	30.5                   	-52.5	3                  	9.0  	231         	24568 	-78.2	-52.4      	5.8  	0.048201
5134                    	30.5                   	-52.5	3                  	9.2  	230         	24579 	-78.2	-52.5      	5.8  	0.048119
5136                    	30.4                   	-52.5	3                  	9.4  	229         	24591 	-78.2	-52.5      	5.8  	0.048037
5138                    	30.4                   	-52.5	3                  	9.6  	228         	24602 	-78.2	-52.5      	5.8  	0.047954
5140                    	30.3                   	-52.5	3                  	9.8  	228         	24614 	-78.2	-52.5      	5.8  	0.047872
5142                    	30.3                   	-52.5	3                  	10.1 	227         	24625 	-78.2	-52.5      	5.8  	0.047789
5144                    	30.2                   	-52.5	3                  	10.3 	226         	24637 	-78.2	-52.5      	5.8  	0.047707
5146                    	30.2                   	-52.5	3                  	10.5 	226         	24648 	-78.2	-52.5      	5.8  	0.047625
5148                    	30.1                   	-52.5	3                  	10.7 	225         	24660 	-78.2	-52.5      	5.8  	0.047543
5150                    	30.0                   	-52.5	3                  	10.9 	225         	24671 	-78.2	-52.5      	5.8  	0.047454
5152                    	30.0                   	-52.5	3                  	11.0 	226         	24683 	-78.2	-52.5      	5.8  	0.047365
5154                    	29.9                   	-52.5	3                  	11.0 	228         	24695 	-78.2	-52.5      	6.2  	0.047276
5156                    	29.9                   	-52.5	3                  	11.1 	230         	24707 	-78.2	-52.5      	6.2  	0.047184
5158                    	29.8                   	-52.5	3                  	11.2 	231         	24719 	-78.2	-52.5      	6.2  	0.047092
5160                    	29.8                   	-52.5	3                  	11.2 	233         	24732 	-78.2	-52.5      	6.2  	0.047000
5162                    	29.7                   	-52.5	3                  	11.3 	234         	24744 	-78.2	-52.5      	6.2  	0.046909
5164                    	29.7                   	-52.4	3                  	11.4 	236         	24756 	-78.2	-52.4      	6.2  	0.046815
5166                    	29.6                   	-52.4	3                  	11.5 	237         	24768 	-78.1	-52.4      	6.2  	0.046722
5168                    	29.5                   	-52.4	3                  	11.6 	239         	24781 	-78.1	-52.4      	6.2  	0.046628
5170                    	29.5                   	-52.4	3                  	11.8 	240         	24793 	-78.1	-52.4      	6.2  	0.046535
5172                    	29.4                   	-52.4	3                  	11.8 	242         	24805 	-78.1	-52.3      	6.2  	0.046443
5174                    	29.4                   	-52.3	3                  	11.8 	244         	24817 	-78.1	-52.3      	6.2  	0.046350
5176                    	29.3                   	-52.3	3                  	11.9 	245         	24830 	-78.1	-52.3      	6.2  	0.046258
5178                    	29.3                   	-52.3	3                  	12.1 	247         	24842 	-78.1	-52.3      	6.2  	0.046168
5180                    	29.2                   	-52.3	3                  	12.2 	249         	24854 	-78.1	-52.3      	6.2  	0.046078
5182                    	29.2                   	-52.3	3                  	12.2 	251         	24866 	-78.1	-52.3      	6.2  	0.045988
5184                    	29.1                   	-52.3	2                  	12.2 	252         	24878 	-78.1	-52.3      	6.1  	0.045899
5186                    	29.0                   	-52.2	2                  	12.3 	254         	24890 	-78.1	-52.2      	6.0  	0.045812
5188                    	29.0                   	-52.2	2                  	12.4 	256         	24902 	-78.1	-52.2      	6.0  	0.045725
5190                    	28.9                   	-52.2	2                  	12.6 	257         	24914 	-78.1	-52.2      	6.0  	0.045637
5192                    	28.9                   	-52.2	2                  	12.5 	259         	24926 	-78.1	-52.2      	6.0  	0.045550
5194                    	28.8                   	-52.2	2                  	12.6 	260         	24938 	-78.1	-52.2      	6.0  	0.045463
5196                    	28.8                   	-52.2	2                  	12.6 	261         	24950 	-78.1	-52.2      	6.0  	0.045376
5198                    	28.7                   	-52.1	2                  	12.6 	262         	24962 	-78.1	-52.1      	6.0  	0.045289
5200                    	28.7                   	-52.1	2                  	12.6 	263         	24974 	-78.1	-52.1      	6.0  	0.045202
5202                    	28.6                   	-52.1	2                  	12.6 	265         	24986 	-78.1	-52.1      	6.0  	0.045116
5204                    	28.6                   	-52.1	2                  	12.6 	266         	24997 	-78.1	-52.1      	6.0  	0.045028
5206                    	28.5                   	-52.1	2                  	12.7 	267         	25009 	-78.0	-52.1      	6.0  	0.044940
